,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM,Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
1679,13/06/2020,Fiat,Albea,1.2 EL,2004.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,295000,33500
1681,13/06/2020,Fiat,Punto,1.3 Multijet Dynamic,2006.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,250000,50000
1682,13/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2011.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,195000,50000
1683,13/06/2020,Fiat,Palio,1.2 SL,2005.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 3 Kapı,Sahibinden,2. El,245000,18100
1684,13/06/2020,Fiat,Albea,Sole 1.4 Fire Dynamic,2009.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gri ,Sedan,Galeriden,2. El,234000,42000
1685,13/06/2020,Fiat,Egea,1.4 Fire,2018.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,9500,92750
1686,13/06/2020,Fiat,Punto,1.4 Popstar S&S,2014.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,41300,71750
1687,13/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2012.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,200000,57700
1688,13/06/2020,Fiat,Tipo,1.4 S,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,212000,23500
1689,13/06/2020,Fiat,Bravo,1.6 SX,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Diğer,Sahibinden,2. El,213000,25500
1690,13/06/2020,Fiat,Tempra,2.0 i.e 8V,1995.0,Benzin/LPG,Düz Vites,1801-2000 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,212000,17950
1691,13/06/2020,Fiat,Linea,1.3 Multijet Urban,2012.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Yetkili,0 km,148000,77500
1692,13/06/2020,Fiat,Egea,1.6 Multijet Urban,2018.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,78000,124900
1693,13/06/2020,Fiat,Egea,1.6 Multijet Lounge,2015.0,Dizel,Düz Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,264055,97250
1694,13/06/2020,Fiat,Siena,1.6 HL,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,235,24500
1695,12/06/2020,Fiat,Punto,1.3 M.jet Active,2009.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,190000,43750
1696,12/06/2020,Fiat,Brava,1.6 SX,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,168000,33500
1697,12/06/2020,Fiat,Marea,1.6 16V Exclusive,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Sahibinden,2. El,215000,39500
1698,12/06/2020,Fiat,Marea,1.6 ELX,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Lacivert ,Hatchback 5 Kapı,Sahibinden,2. El,320,22500
1701,12/06/2020,Fiat,Albea,1.4 Fire Active,2006.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Mavi ,Sedan,Galeriden,2. El,196000,34500
1702,12/06/2020,Fiat,Albea,1.2 Active,2005.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Mavi ,Sedan,Galeriden,2. El,320000,28500
1704,12/06/2020,Fiat,Egea,1.4 Fire Urban,2019.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,7000,116000
1705,12/06/2020,Fiat,Egea,1.4 Fire Urban,2016.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,126000,83000
1706,12/06/2020,Fiat,Linea,1.3 Multijet Pop,2015.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,160000,65500
1707,11/06/2020,Fiat,Albea,1.2 EL,2005.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Sedan,Galeriden,2. El,400000,25500
1708,11/06/2020,Fiat,Egea,1.4 Fire Easy,2019.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,6700,104500
1709,11/06/2020,Fiat,Diğer,Diğer,2014.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,51-75 BG,Beyaz ,Diğer,Sahibinden,2. El,41295,96500
1710,11/06/2020,Fiat,Egea,1.3 Multijet Easy,2017.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,76000,96500
1711,11/06/2020,Fiat,Albea,1.3 Multijet Sole Active,2011.0,Dizel,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,420000,26000
1712,11/06/2020,Fiat,Tipo,1.4 SX ie,1997.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,0,15300
1713,10/06/2020,Fiat,Albea,"1.4 Fire
",2009.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,238439,32500
1714,10/06/2020,Fiat,Siena,1.4 EL,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gri ,Sedan,Yetkili,0 km,304000,23000
1715,10/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2012.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,144000,63000
1716,10/06/2020,Fiat,Punto,1.4 Dynamic,2011.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,160000,45000
1717,10/06/2020,Fiat,Linea,"1.3 Multijet
",2015.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,188000,65000
1718,09/06/2020,Fiat,Albea,"1.4 Fire
",2012.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,126,29500
1719,09/06/2020,Fiat,Punto,1.3 Multijet Dynamic,2011.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,123000,70000
1721,09/06/2020,Fiat,Siena,1.6 HL,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Yeşil ,Sedan,Sahibinden,2. El,150000,33000
1722,09/06/2020,Fiat,Linea,1.4 Fire Actual,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,217000,56000
1723,09/06/2020,Fiat,Albea,1.6 HL,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,194000,46000
1724,09/06/2020,Fiat,Tipo,1.4 SX ie,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Mavi ,Hatchback 5 Kapı,Sahibinden,2. El,96500,20500
1725,09/06/2020,Fiat,Egea,1.3 Multijet Easy,2016.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,83000,91000
1726,09/06/2020,Fiat,Egea,1.4 Fire Urban,2018.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,34000,105000
1727,09/06/2020,Fiat,Siena,1.4 EL,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Sedan,Galeriden,2. El,230000,27750
1728,09/06/2020,Fiat,Linea,1.3 Multijet Pop,2015.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,158000,71500
1729,09/06/2020,Fiat,Diğer,Diğer,2012.0,Dizel,Düz Vites,1301-1600 cc,151-175 BG,Beyaz ,Sedan,Galeriden,2. El,224000,54000
1730,09/06/2020,Fiat,Punto,1.3 Mjet Pop,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,160000,65900
1731,09/06/2020,Fiat,Albea,1.3 Multijet Dynamic,2010.0,Dizel,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,320000,26000
1732,09/06/2020,Fiat,Punto,EVO 1.3 Multijet Active,2011.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,41000,70900
1733,09/06/2020,Fiat,Linea,Diğer,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,135000,65000
1735,09/06/2020,Fiat,500L,"1.3 Mjet
",2013.0,Dizel,Otomatik Vites,1301-1600 cc,76-100 BG,Yeşil ,MPV,Sahibinden,2. El,59100,120000
1736,09/06/2020,Fiat,Linea,1.3 Multijet Urban,2015.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,450000,51000
1737,08/06/2020,Fiat,Linea,1.3 M.jet Active,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,147230,63850
1738,08/06/2020,Fiat,Siena,"1.2
",2002.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,158,27000
1739,08/06/2020,Fiat,Linea,1.3 Multijet Dynamic Plus,2011.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Gri ,Sedan,Galeriden,2. El,200000,51750
1741,08/06/2020,Fiat,Egea,1.6 E-Torq Lounge,2016.0,Benzin/LPG,Otomatik Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,46000,105000
1742,08/06/2020,Fiat,Albea,1.2 Dynamic,2005.0,Benzin,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,200000,21500
1743,08/06/2020,Fiat,Siena,1.4 EL,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Galeriden,2. El,311000,21900
1744,07/06/2020,Fiat,Stilo,1.4 Active,2006.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Füme ,Hatchback 5 Kapı,Sahibinden,2. El,152,48000
1745,07/06/2020,Fiat,Egea,1.3 Multijet Urban,2017.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,60000,116000
1746,07/06/2020,Fiat,Palio,1.6 16V HL,2000.0,Benzin/LPG,Düz Vites,1601-1800 cc,51-75 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,178000,28750
1747,06/06/2020,Fiat,Punto,Grande 1.4 Fire Active,2011.0,Benzin/LPG,Yarı Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,80500,70000
1749,06/06/2020,Fiat,Punto,1.4 Pop S&S,2013.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,84000,67000
1750,06/06/2020,Fiat,Uno,70 SX,1995.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Turkuaz ,Hatchback 5 Kapı,Sahibinden,2. El,151000,17250
1751,06/06/2020,Fiat,Egea,1.6 Multijet Easy Plus,2018.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,24500,130000
1752,05/06/2020,Fiat,Punto,EVO 1.3 Multijet Dynamic,2011.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,168000,71900
1753,05/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,140000,58750
1754,05/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2011.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Galeriden,2. El,193000,47000
1755,05/06/2020,Fiat,Palio,1.3 Multijet Premio Sole,2011.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,215000,45900
1756,05/06/2020,Fiat,Idea,1.4 16V Dynamic,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,126-150 BG,Gri ,Sedan,Sahibinden,2. El,274000,35750
1757,05/06/2020,Fiat,Tipo,2.0 16V,1997.0,Benzin/LPG,Düz Vites,1801-2000 cc,126-150 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,274000,18500
1759,05/06/2020,Fiat,Punto,EVO 1.4 Fire My Life,2011.0,Benzin,Otomatik Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 3 Kapı,Yetkili,0 km,143985,76900
1761,05/06/2020,Fiat,Egea,1.6 Multijet Urban,2018.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Yetkili,0 km,24267,132500
1762,05/06/2020,Fiat,Egea,1.6 Multijet Urban,2018.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Yetkili,0 km,16800,132500
1763,05/06/2020,Fiat,Tempra,1.6 SX,1991.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,100,17500
1764,04/06/2020,Fiat,Punto,1.3 Multijet Popstar,2014.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,93000,74750
1765,04/06/2020,Fiat,Linea,1.3 Multijet Pop,2015.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,143000,66000
1766,04/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,171000,53000
1767,03/06/2020,Fiat,Egea,1.4 Fire Easy Plus,2020.0,Benzin,Düz Vites,1301-1600 cc,100 BG ve altı,Gümüş Gri ,Sedan,Galeriden,2. El,5000,112950
1769,03/06/2020,Fiat,Egea,1.3 Multijet Urban,2019.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,45000,98750
1770,03/06/2020,Fiat,Egea,1.3 Multijet Urban,2019.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,Hasarlı,45000,98750
1774,03/06/2020,Fiat,Egea,1.3 Multijet Easy,2016.0,Dizel,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Sedan,Sahibinden,2. El,94750,89000
1775,03/06/2020,Fiat,Marea,1.6 SX,2002.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,152000,42500
1776,03/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2015.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,235000,49900
1777,03/06/2020,Fiat,Punto,1.4 Dynamic,2011.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Gümüş ,Hatchback 5 Kapı,Galeriden,2. El,160000,44500
1778,03/06/2020,Fiat,Linea,1.3 Multijet Pop,2015.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Gümüş Gri ,Sedan,Sahibinden,2. El,141500,71000
1779,02/06/2020,Fiat,Siena,1.6 HL,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Galeriden,2. El,166000,25750
1781,02/06/2020,Fiat,Egea,1.6 Multijet Mirror,2018.0,Dizel,Otomatik Vites,1601-1800 cc,101-125 BG,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,5000,162000
1782,02/06/2020,Fiat,Egea,1.3 Multijet Easy,2016.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,82500,93500
1783,02/06/2020,Fiat,Linea,1.3 Multijet Urban,2012.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,205000,73000
1784,01/06/2020,Fiat,Bravo,1.6,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,100,24750
1785,01/06/2020,Fiat,Panda,1.2 Active,2011.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,62250,56500
1786,01/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2011.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Sahibinden,2. El,182000,41800
1787,01/06/2020,Fiat,Marea,1.6 ELX,2001.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,279000,27000
1788,01/06/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2012.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,130,57000
1789,31/05/2020,Fiat,Stilo,1.6 Actual,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,146500,45000
1790,31/05/2020,Fiat,Egea,1.4 Fire Easy,2019.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Sahibinden,2. El,200,99850
1791,31/05/2020,Fiat,Uno,70 S,1996.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,234000,15500
1792,31/05/2020,Fiat,Tipo,1.4 SX ie,1997.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Mavi ,Sedan,Galeriden,2. El,150000,19000
1793,30/05/2020,Fiat,Palio,1.6 HL Weekend,2003.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,156000,35000
1794,29/05/2020,Fiat,Stilo,1.6 Actual,2005.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,175000,37900
1795,29/05/2020,Fiat,Marea,1.6 ELX,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Füme ,Sedan,Galeriden,2. El,344000,28000
1798,29/05/2020,Fiat,Freemont,2.0 MultiJet Lounge,2012.0,Dizel,Otomatik Vites,1801-2000 cc,151-175 BG,Siyah ,Arazi Aracı,Galeriden,2. El,179000,148000
1799,29/05/2020,Fiat,Tempra,1.6 i.e SLX,1996.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Galeriden,2. El,111111,19000
1801,28/05/2020,Fiat,Linea,1.3 Multijet Pop,2015.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Sedan,Galeriden,2. El,132000,72500
1802,28/05/2020,Fiat,Linea,1.3 Multijet Pop,2016.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,71000,75000
1803,28/05/2020,Fiat,Uno,1.4 ie 70 S,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,177000,23750
1804,28/05/2020,Fiat,Egea,1.3 Multijet Easy,2018.0,Dizel,Düz Vites,1300 cc ve altı,151-175 BG,Beyaz ,Sedan,Galeriden,2. El,74500,102000
1805,27/05/2020,Fiat,Tempra,1.6 SX,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Kum Rengi ,Sedan,Sahibinden,2. El,245000,21500
1806,27/05/2020,Fiat,Linea,1.3 Multijet Pop,2016.0,Dizel,Düz Vites,1301-1600 cc,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,120000,76999
1807,27/05/2020,Fiat,Egea,1.3 Multijet Easy,2017.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,80000,97000
1808,26/05/2020,Fiat,Albea,1.4 Fire Active,2007.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,286000,24250
1809,26/05/2020,Fiat,Punto,1.2 POP,2013.0,Benzin,Düz Vites,1300 cc ve altı,51-75 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,67000,71000
1811,26/05/2020,Fiat,Palio,1.4 EL,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Yeşil ,Hatchback 5 Kapı,Sahibinden,2. El,112000,27500
1812,26/05/2020,Fiat,Albea,1.3 Multijet Active,2004.0,Dizel,Düz Vites,1300 cc ve altı,51-75 BG,Bordo ,Sedan,Galeriden,2. El,188000,28000
1813,25/05/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,197000,39000
1814,24/05/2020,Fiat,Tempra,2.0 ie,1997.0,Benzin/LPG,Düz Vites,1801-2000 cc,100 BG ve altı,Beyaz ,Sedan,Galeriden,Hasarlı,12334,12345
1815,23/05/2020,Fiat,Punto,1.4 Easy S&S,2013.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,0 km,53000,70000
1816,22/05/2020,Fiat,Tipo,1.6 SLX ie,2000.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,199000,29900
1817,22/05/2020,Fiat,Tipo,1.6 SLX ie,1998.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Hatchback 5 Kapı,Galeriden,2. El,254000,29750
1818,22/05/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2011.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,170000,55000
1819,21/05/2020,Fiat,Tempra,"1.6
",1994.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Mavi ,Sedan,Sahibinden,2. El,80000,13900
1821,21/05/2020,Fiat,Linea,1.3 Multijet Pop,2014.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,66000,72000
1822,21/05/2020,Fiat,Egea,1.6 Multijet Comfort,2016.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,99000,108500
1823,21/05/2020,Fiat,Linea,1.3 M.jet Active,2008.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Galeriden,2. El,286000,40000
1824,21/05/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2013.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Sedan,Galeriden,2. El,91000,63000
1825,20/05/2020,Fiat,Punto,EVO 1.4 Fire My Life,2011.0,Benzin,Otomatik Vites,1300 cc ve altı,101-125 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,104000,68000
1826,20/05/2020,Fiat,Egea,1.3 Multijet Easy,2017.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,49000,96000
1827,19/05/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2011.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Bej ,Sedan,Sahibinden,2. El,109000,69500
1828,19/05/2020,Fiat,Linea,1.3 Multijet Pop,2015.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,164000,65900
1829,19/05/2020,Fiat,Diğer,Diğer,1994.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Beyaz ,Sedan,Galeriden,2. El,80000,15000
1830,19/05/2020,Fiat,500L,"1.4 PopStar
",2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Füme ,MPV,Sahibinden,2. El,109000,73500
1832,18/05/2020,Fiat,Punto,1.3 M.jet Active,2012.0,Dizel,Düz Vites,1300 cc ve altı,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,147000,57000
1833,18/05/2020,Fiat,Tipo,"1.6
",1996.0,Benzin/LPG,Düz Vites,1601-1800 cc,101-125 BG,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,200,18500
1834,17/05/2020,Fiat,Linea,"1.3 Multijet Active Plus
",2014.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,40000,57000
1835,17/05/2020,Fiat,Marea,1.6 16V Liberty,2003.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gümüş Gri ,Sedan,Sahibinden,2. El,141750,35500
1836,17/05/2020,Fiat,Punto,1.3 Multijet Pop,2012.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,378000,45000
1837,17/05/2020,Fiat,Punto,EVO 1.4 Fire Active,2010.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,108000,62500
1842,17/05/2020,Fiat,Linea,1.3 M.jet Active,2009.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Bej ,Sedan,Sahibinden,2. El,208000,53500
1843,17/05/2020,Fiat,Linea,1.3 M.jet Active,2009.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Diğer ,Sedan,Sahibinden,2. El,208,53500
1845,16/05/2020,Fiat,Panda,"1.2
",2005.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Bordo ,Spor / Coupe,Galeriden,2. El,154000,38000
1846,16/05/2020,Fiat,Albea,1.2 EL,2004.0,Benzin/LPG,Düz Vites,1300 cc ve altı,76-100 BG,Gri ,Diğer,Galeriden,2. El,250000,33000
1847,15/05/2020,Fiat,500,1.3 MJet Lounge,2011.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 3 Kapı,Galeriden,2. El,93000,89000
1848,15/05/2020,Fiat,Egea,1.6 E-Torq Urban Plus,2019.0,Benzin,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,28600,131000
